Row,Author,Location,Country,Mult.country,Habitat.type,Moment,Species.English,Species.scientific,Host.taxonomic.class,Sampling.method,Hosts.studied,Host.infested,Infestation.prevalence,Total.ticks,Mean.abundance,Stages,Larvae.on.hosts,Mean.larval.abundance,Hosts.infested.with.larvae,Nymphs.on.hosts,Mean.nymphal.abundance,Host.infested.with.nymphs,Adults.on.hosts,Mean.adult.abundance,Host.infested.with.adults,Any.SD..SE.or.CI.given,Note.on.confidence,Same.animals.AF.AH,Same.ref.AH.AF,Same.animals.BH.BF,Same.ref.BH.BF,Multiple.species,Notes,Birds,Additional.data.email,Data.collection,Double.ext
0301,"Gassner et al., 2008","Oostereng, Renkum",The Netherlands,No,Mixed woodlands (deciduous and evergreen) and pasture,June 2005,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,102,NA,NA,454,4.45,No,454,4.45,NA,NA,NA,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0302,"Gassner et al., 2008","Oostereng, Renkum",The Netherlands,No,Mixed woodlands (deciduous and evergreen) and pasture,June 2005,Bank vole,Myodes glareolus,Mammal,Scientific capturing,4,NA,NA,5,1.25,No,5,1.25,NA,NA,NA,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0303,"Gassner et al., 2008","Oostereng, Renkum",The Netherlands,No,Mixed woodlands (deciduous and evergreen) and pasture,June 2005,Common shrew,Sorex araneus,Mammal,Scientific capturing,9,NA,NA,2,0.22,No,2,0.22,NA,NA,NA,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0304,"Gassner et al., 2013",The Netherlands,The Netherlands,No,NA,May - June 2007,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,128,NA,NA,3314,25.89,Yes,3230,25.23,NA,84,0.66,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0305,"Gassner et al., 2013",The Netherlands,The Netherlands,No,NA,May - June 2007,Bank vole,Myodes glareolus,Mammal,Scientific capturing,41,NA,NA,264,6.44,Yes,262,6.39,NA,2,0.05,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0306,"Gern et al., 1997",Neuchatel and Versoix (canton of Geneva),Switzerland,No,Urban and suburban,September 1993 and March - August 1994,Western European hedgehog,Erinaceus europaeus,Mammal,Scientific capturing,13,8,0.62,810,62.31,Yes,637,49.00,7,140,10.77,7,33,2.54,7,No,NA,No,NA,,,No,,No birds,,F,Yes
0307,"Gray et al., 1992","Portumna Forest Park, Galway county",Ireland,No,Mixed deciduous and coniferous woodland,Augustus 1990 and Mei 1991,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Hunting,425,247,0.58,1644,3.87,Yes,1644,3.87,247,0,0.00,0,0,0.00,0,No,NA,No,NA,,,No,,No birds,,F,Yes
0308,"Gray et al., 1994","Portumna, Galway county",Ireland,No,Forest park,June (year unknown),Western European hedgehog,Erinaceus europaeus,Mammal,Scientific capturing,1,1,1.00,463,463.00,Yes,406,406.00,1,57,57.00,1,0,0.00,0,No,NA,No,NA,,,No,,No birds,,F,Yes
0309,"Gray et al., 1995",Connemara,Ireland,No,NA,May and June 1992-1993,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,43,NA,NA,406,9.45,No,406,9.45,NA,NA,NA,NA,NA,NA,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0310,"Gray et al., 1999","Killarney National Park, County Kerry",Ireland,No,Forest,May - June 1994-1996 (not May 1996) and September 1994,Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,306,150,0.49,651,2.13,Yes,650,2.12,NA,1,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0311,"Gray et al., 1999","Killarney National Park, County Kerry",Ireland,No,Forest,May - June 1994-1996 (not May 1996) and September 1994,Bank vole,Myodes glareolus,Mammal,Scientific capturing,111,39,0.35,105,0.95,Yes,105,0.95,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0312,"Gryczynska et al., 2016","Mazurian Lake region (53°47'N, 21°34'E)",Poland,No,Wooded area ,"June in 1996, 1997, 2005, 2006, 2011 and 2012",Turdus spp.,Turdus spp.,Bird,Scientific capturing,78,70,0.90,626,8.03,Yes,131,1.68,NA,492,6.31,NA,0,0.00,NA,Yes,SD only given for all ticks,No,NA,,,Half,,Resident birds,,F,Yes
0313,"Gryczynska., 2018","Mazurian Lake region (53°47’N, 21°34’E) and in proximity of the “Morysin Nature Reserve” in Warsaw (52°12’N, 21°02’E)",Poland,No,Forest-like habitat,June - July 2016,Common blackbird,Turdus merula,Bird,Scientific capturing,22,20,0.91,63,2.86,Yes,17,0.77,NA,46,2.09,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0314,"Gryczynska-Siemiatkowska et al., 2007",Mazurian Lake region,Poland,No,NA,May - September in 2002 and 2003,Sand lizard,Lacerta agilis,Reptile,Scientific capturing,235,31,0.13,233,0.99,Yes,76,0.32,23,157,0.67,27,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0315,"Grzeszczuk et al., 2006",Bialowieza,Poland,No,NA,One week in September 2004,Root vole,Microtus oeconomus,Mammal,Scientific capturing,30,2,0.07,2,0.07,Yes,2,0.07,2,0,0.00,0,0,0.00,0,No,NA,AH,"Grzeszczuk et al., (2006)",,,No,,No birds,,F,Yes
0316,"Hanincova et al., 2003a","Near Zahorska Ves (16°53'W, 48°22'N)",Slovakia,No,"Forest. The tree layer consists mainly of Quercus robur, Pinus sylvestris and Robinia pseudoacacia.The undergrowth is dominated by Sambucus nigra, Ligustrum vulgare, Calamagrostis epigeios, Crataegus monogyna, Dactylus glomerata and Robinia pseudoacacia.",March - November 2000,Yellow-necked field mouse,Apodemus flavicollis,Mammal,Scientific capturing,96,70,0.73,497,5.18,Yes,482,5.02,70,15,0.16,13,0,0.00,NA,Yes,"Mean larval abundance SE = 0,83; Mean nymphal abundance SE = 0,04",No,NA,,,No,,No birds,,F,Yes
0317,"Hanincova et al., 2003a","Near Zahorska Ves (16°53'W, 48°22'N)",Slovakia,No,"Forest. The tree layer consists mainly of Quercus robur, Pinus sylvestris and Robinia pseudoacacia.The undergrowth is dominated by Sambucus nigra, Ligustrum vulgare, Calamagrostis epigeios, Crataegus monogyna, Dactylus glomerata and Robinia pseudoacacia.",March - November 2000,Bank vole,Myodes glareolus,Mammal,Scientific capturing,111,68,0.61,277,2.50,Yes,262,2.36,69,15,0.14,12,0,0.00,NA,Yes,"Mean larval abundance SE = 0,36; Mean nymphal abundance SE = 0,04",No,NA,,,No,,No birds,,F,Yes
0318,"Harrison et al., 2012",Northern Ireland,UK,No,Mixed broadleaf and coniferous woodland,"May, June, and July 2007",Long-tailed field mouse,Apodemus sylvaticus,Mammal,Scientific capturing,288,NA,NA,1168,4.06,Yes,1165,4.05,NA,3,0.01,NA,0,0.00,NA,Yes,SE is given per area,No,NA,,,No,,No birds,,F,Yes
0319,"Heidrich, 2000","Landkreis Oder-Spree, Landkreis Uckermark, Landkreis Barnim and Landkreis M<e4>rkish-Oderland, Brandenburg",Germany,No,NA,June - Ocotber 1996,Red fox,Vulpes vulpes,Mammal,NA,100,78,0.78,549,5.49,Yes,0,0.00,NA,130,1.30,NA,419,4.19,NA,No,NA,No,NA,,,No,"Paper in German. Paper not in searchstring, but added from dataset Hofmeester et al., 2016",No birds,,F,Yes
0320,"Hildebrandt et al., 2010","Greifswalder Oie, Mecklenburg-Western Pomerania",Germany,No,NA,Spring 2007,"European robin, Redwing thrush, Common blackbird, Song thrush, Great tit, winter wren, Whitethroat, Marsh warbler, Thrush nightingale, common redstart and Common chaffinch",NA,Bird,Scientific capturing,NA,99,NA,191,1.93,Yes,56,0.57,NA,134,1.35,NA,1,0.01,NA,No,NA,AF,"Hildebrandt et al., (2010)",,,Yes,,Migratory birds,,F,Yes
0321,"Hofmeester et al., 2019","Buunderkamp, Herperduin, Maashorst and Stameren",The Netherlands,No,"Mixed forest, European oak forest, Scots pine forest",13 September - 7 October 2016,Bank vole,Myodes glareolus,Mammal,Scientific capturing,10,8,0.80,32,3.20,Yes,32,3.20,8,0,0.00,0,0,0.00,0,No,NA,,,BH,"Hofmeester et al., 2019",No,,No birds,No,L,No
0322,"Hofmeester et al., 2019","Buunderkamp, Herperduin, Maashorst and Stameren",The Netherlands,No,Mixed forest and Scots pine forest,13 September - 7 October 2016,Wood mouse,Apodemus sylvaticus,Mammal,Scientific capturing,26,24,0.92,290,11.15,Yes,288,11.08,24,2,0.08,1,0,0.00,0,No,NA,,,BH,"Hofmeester et al., 2019",No,,No birds,No,L,No
0323,"Hornok et al., 2012",Southern Hungary,Hungary,No,NA,Summer 2011,European roe deer,Capreolus capreolus,Mammal,Hunting,35,NA,NA,132,3.77,Yes,3,0.09,NA,18,0.51,NA,111,3.17,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0324,"Hornok et al., 2012",Southern Hungary,Hungary,No,NA,Summer 2011,Red deer,Cervus elaphus,Mammal,Hunting,32,NA,NA,309,9.66,Yes,0,0.00,NA,1,0.03,NA,308,9.63,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0325,"Hornok et al., 2013a",South Hungary,Hungary,No,NA,June - August 2011,Golden jackal,Canis aureus,Mammal,Hunting,4,NA,NA,3,0.75,Yes,0,0.00,NA,0,0.00,NA,3,0.75,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0326,"Hornok et al., 2013a",South Hungary,Hungary,No,NA,June - August 2011,Red fox,Vulpes vulpes,Mammal,Hunting,10,NA,NA,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,No birds,,F,Yes
0327,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Great reed warbler,Acrocephalus arundinaceus,Bird,Scientific capturing,1,1,1.00,1,1.00,No,0,0.00,NA,1,1.00,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0328,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,49,1,0.02,1,0.02,No,0,0.00,NA,1,0.02,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0329,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,European greenfinch,Carduelis chloris,Bird,Scientific capturing,261,1,0.00,1,0.00,No,0,0.00,NA,1,0.00,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0330,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,European robin,Erithacus rubecula,Bird,Scientific capturing,734,NA,NA,53,0.07,No,19,0.03,NA,34,0.05,NA,NA,NA,NA,No,NA,No,NA,,,No,"42 animals were infested, but also other ticks were found. Not sure how many with I. ricinus.",Migratory birds,,F,Yes
0331,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Savi's warbler,Locustella luscinioides,Bird,Scientific capturing,12,1,0.08,1,0.08,No,0,0.00,NA,1,0.08,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0332,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Great tit,Parus major,Bird,Scientific capturing,342,4,0.01,6,0.02,No,0,0.00,NA,6,0.02,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0333,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,89,1,0.01,1,0.01,No,1,0.01,NA,0,0.00,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0334,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Dunnock,Prunella modularis,Bird,Scientific capturing,69,2,0.03,7,0.10,No,2,0.03,NA,5,0.07,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0335,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,140,1,0.01,1,0.01,No,0,0.00,NA,1,0.01,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0336,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Eurasian wren,Troglodytes troglodytes,Bird,Scientific capturing,16,1,0.06,2,0.13,No,2,0.13,NA,0,0.00,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0337,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Redwing thrush,Turdus iliacus,Bird,Scientific capturing,1,1,1.00,4,4.00,No,0,0.00,NA,4,4.00,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0338,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Common blackbird,Turdus merula,Bird,Scientific capturing,39,4,0.10,24,0.62,No,0,0.00,NA,24,0.62,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0339,"Hornok et al., 2013b",Ocsa Ringing Station (Duna-Ipoly National Park),Hungary,No,NA,Spring 2011,Song thrush,Turdus philomelos,Bird,Scientific capturing,33,2,0.06,2,0.06,No,0,0.00,NA,2,0.06,NA,NA,NA,NA,No,NA,No,NA,,,No,,Migratory birds,,F,Yes
0340,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Sedge warbler,Acrocephalus schoenobaenus,Bird,Scientific capturing,90,4,0.04,4,0.04,No,2,0.02,2,2,0.02,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0341,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Eurasian reed warbler,Acrocephalus scirpaceus,Bird,Scientific capturing,129,NA,NA,17,0.13,No,3,0.02,2,14,0.11,12,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0342,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Tree pipit,Anthus trivialis,Bird,Scientific capturing,1,1,1.00,5,5.00,No,1,1.00,1,4,4.00,1,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0343,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Hawfinch,Coccothraustes coccothraustes,Bird,Scientific capturing,18,2,0.11,2,0.11,No,0,0.00,0,2,0.11,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0344,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",European robin,Erithacus rubecula,Bird,Scientific capturing,52,13,0.25,23,0.44,No,9,0.17,7,14,0.27,8,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0345,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Thrush nightingale,Luscinia luscinia,Bird,Scientific capturing,7,1,0.14,7,1.00,No,5,0.71,1,2,0.29,1,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0346,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Common nightingale,Luscinia megarhynchos,Bird,Scientific capturing,36,4,0.11,10,0.28,No,5,0.14,2,5,0.14,4,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0347,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Common chiffchaff,Phylloscopus collybita,Bird,Scientific capturing,92,1,0.01,1,0.01,No,0,0.00,0,1,0.01,1,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0348,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Dunnock,Prunella modularis,Bird,Scientific capturing,6,3,0.50,8,1.33,No,1,0.17,1,7,1.17,3,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0349,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Eurasian blackcap,Sylvia atricapilla,Bird,Scientific capturing,372,NA,NA,18,0.05,No,10,0.03,6,8,0.02,8,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0350,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Whitethroat,Sylvia communis,Bird,Scientific capturing,19,2,0.11,3,0.16,No,1,0.05,1,2,0.11,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0351,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Redwing thrush,Turdus iliacus,Bird,Scientific capturing,1,1,1.00,1,1.00,No,0,0.00,0,1,1.00,1,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0352,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Common blackbird,Turdus merula,Bird,Scientific capturing,12,5,0.42,13,1.08,No,2,0.17,2,11,0.92,4,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0353,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Song thrush,Turdus philomelos,Bird,Scientific capturing,6,2,0.33,8,1.33,No,3,0.50,1,5,0.83,2,NA,NA,NA,No,NA,AH+AF,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0354,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Savi's warbler,Locustella luscinioides,Bird,Scientific capturing,26,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0355,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Wood warbler,Phylloscopus sibilatrix,Bird,Scientific capturing,19,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",,,No,,Migratory birds,,F,Yes
0356,"Hornok et al., 2014",Ócsa Bird Ringing Station,Hungary,No,NA,"2013: six days in April, five days in May and two days in June, as well as for four days at the end of August and the beginning of September",Other bird species (unspecified),NA,Bird,Scientific capturing,333,0,0.00,0,0.00,No,0,0.00,0,0,0.00,0,NA,NA,NA,No,NA,AH,"Hornok et al., (2014)",,,Yes,,Migratory birds,,F,Yes
0357,"Hubalek et al., 1995","Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Tree pipit,Anthus trivialis,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0358,"Hubalek et al., 1995","Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian goldfinch,Carduelis carduelis,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0359,"Hubalek et al., 1995","Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,European greenfinch,Carduelis chloris,Bird,Scientific capturing,3,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0360,"Hubalek et al., 1995","Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Eurasian siskin,Carduelis spinus,Bird,Scientific capturing,2,0,0.00,0,0.00,Yes,0,0.00,NA,0,0.00,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
0361,"Hubalek et al., 1995","Valtice, S. Moravia",Czech Republic,No,Mixed deciduous forest,August - October 1993,Hawfinch,Coccothraustes coccothraustes,Bird,Scientific capturing,9,1,0.11,3,0.33,Yes,2,0.22,NA,1,0.11,NA,0,0.00,NA,No,NA,No,NA,,,No,,Resident birds,,F,Yes
